Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
University of Illinois,University of Illinois Urbana-Champaign,R.r. #2,Monticello,61856,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1899,1899,32229,5,4,1,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,R.r. #2,Monticello,61856,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,3276,4,3,1,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,R.r. #2,Monticello,61856,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1920,3672,4,3,1,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,R.r. #2,Monticello,61856,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,2348,1,1,0,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,R.r. #2,Monticello,61856,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,1296,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,Monticello Road,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,900,1,1,0,Industrial,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,607 East Peabody Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,134193,7,6,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1904 South Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1967,3691,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,614 East Pennsylvania,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1942,1942,7609,3,2,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,51 East Hazelwood Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1972,1972,912,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,608 East Pennsylvania Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1942,1942,16303,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1910 South Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1972,1972,64709,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,605 East Springfield,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1951,1950,46570,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,Near Nrsa,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1978,1978,3450,1,1,0,Business,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,Near Nrsa,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1980,1980,3696,1,1,0,Business,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1116 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,12120,3,3,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2902 Newmark Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1969,109870,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,50 East Gerty Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1974,1974,32017,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,11 East Gerty Drive,Champaign,61810,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1988,1987,10640,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,4 Airport Rd,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,2072,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,7107,7,6,1,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,30 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1962,444,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,25 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1948,1948,12377,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,24 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,5337,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,20 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1955,1955,1869,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,20 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1945,1945,3034,1,1,0,Mercantile,Mercantile,Not provided
University of Illinois,University of Illinois Urbana-Champaign,20 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1945,1945,47659,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1943,1943,820,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,5 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1962,13910,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,12 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1948,1948,5583,2,2,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,14 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1948,1948,3210,1,1,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,9600,2,2,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,4 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,7501,2,2,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,6 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1951,1951,8664,2,2,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,16 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1953,1953,6024,2,2,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,8 Aiport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1957,1957,8460,2,2,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Aiport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,25371,3,2,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1948,1948,18334,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1952,10265,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,3360,2,1,1,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,5 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,22500,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,5 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1984,1984,4650,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1914,3288,3,2,1,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,18 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1948,1914,5500,2,2,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,5 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1981,1981,6800,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1978,1978,6176,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,11 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1974,1974,2750,1,1,0,Industrial,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,22 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1980,1980,431,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1989,1989,8627,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,11 Airport Road,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1989,1989,65397,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1109 South Lincoln Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,73317,6,5,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois Urbana-Champaign,201 East Peabody Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1971,1971,240694,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,203 S Gregory,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1954,1954,3488,2,2,0,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,919 West Illinois Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1971,1971,33325,7,6,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1800 South First Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,335918,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1109 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,5000,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1105 South Dorner Drive,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1982,1982,3802,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,103 South Gregory Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1987,1987,11564,2,2,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,301 East Gregroy Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,14484,3,2,1,Mercantile,Mercantile,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1321 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,50926,3,2,1,Storage,Storage,Business
University of Illinois,University of Illinois Urbana-Champaign,405 North Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1987,1987,344228,8,7,1,Education,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,305 North Mathews Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1987,1987,14277,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,508 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,7622,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1201 South Dorner Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1986,1986,101614,4,3,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1008 West Hazelwood Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1970,1970,226525,4,3,1,Health Care,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1605 South Wright Street,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1986,1986,2800,1,1,0,Unusual,Assembly,Assembly
University of Illinois,University of Illinois Urbana-Champaign,1605 South Wright Street,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1986,1986,1230,1,1,0,Business,Business,Business
University of Illinois,University of Illinois Urbana-Champaign,1605 South Wright Street,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1986,1986,1160,1,1,0,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,1 Airport Rd,Savoy,61874,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,132,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,201 East John Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1981,1981,16226,2,2,0,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1211 West Western Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1981,1981,2294,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,202 East Peabody Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,902,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,51 E Geety Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,114,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,607 S Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1900,1900,1396,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1610 S Virginia Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,960,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 South Fourth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,180,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1501 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,240,3,2,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,810 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,500,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,608 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1905,150,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,505 South Mathews,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,168,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 South First Street,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1958,1958,385,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1205 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1958,1958,385,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1308 West Green,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,280,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,407 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,1224,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,S Of Green St & Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,337,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,600 South Mathews,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1950,180,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,600 East Peabody,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1955,1955,753,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,600 East Peabody,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1955,1955,484,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1102 South Goodwin,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1978,1978,220,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,608 East Gregory,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,259,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 South Gregory,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1951,418,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 South Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1951,418,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,University Of Illinois,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1965,1965,1936,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1405 West Western,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1965,1965,9600,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Springfield,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1911,1911,160,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,107 South Goodwin,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,340,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1305 South Oak Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2004,2004,40911,3,2,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1101 West St Mary's Road,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,3240,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2008 South Wright,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1983,1983,12894,2,2,0,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1401 East St Mary's Road,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1976,1976,3740,1,1,0,Business,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3502 South First,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1979,1979,960,1,1,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3502 South Forst,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1979,1979,1248,1,1,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,606 West Windsor,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,2048,2,2,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2004 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1984,1984,21168,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,S Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1987,1987,3200,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1910 South Giriffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1995,1996,3468,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1302 West Pennsylvania,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Progress,2010,2010,35000,4,3,1,Business,Industrial,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61820,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,2008,2008,1875,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,306 North Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Progress,2013,2013,230665,7,6,1,Education,Business,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61820,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Progress,2012,2012,2400,1,1,0,Storage,Storage,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,180000,3,0,0,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,32000,3,0,1,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,216000,3,0,0,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,32000,3,0,1,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,1000,1,0,0,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,205 W Dodge Ave,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,Abandon,0,0,32000,3,0,1,Storage,Not provided,Not provided
Department of Military Affairs,Rantoul Military Affairs,204 West Borman Drive,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Progress,2015,2015,25335,2,0,0,Assembly,Storage,
Department of Military Affairs,Rantoul Military Affairs,204 West Borman Drive,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Progress,2015,2015,17512,2,0,0,Education,Business,
Department of Military Affairs,Rantoul Military Affairs,204 West Borman Drive,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Progress,2015,2015,88657,4,0,0,Residential,Business,
Department of Military Affairs,Rantoul Military Affairs,205 Dodge Avenue,Rantoul,61866,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Progress,2016,2016,1400,1,0,0,Storage,Storage,
